gene_id,sample_id,mutation_type
Gene_0380,Patient_035,frameshift
Gene_0381,Patient_127,frameshift
Gene_0381,Patient_120,frameshift
Gene_0381,Patient_082,frameshift
Gene_0381,Patient_054,missense
Gene_0381,Patient_025,nonsense
Gene_0381,Patient_018,missense
Gene_0381,Patient_038,frameshift
Gene_0381,Patient_140,nonsense
Gene_0381,Patient_131,frameshift
Gene_0381,Patient_188,missense
Gene_0382,Patient_188,frameshift
Gene_0382,Patient_091,frameshift
Gene_0382,Patient_159,missense
Gene_0382,Patient_085,missense
Gene_0382,Patient_121,missense
Gene_0382,Patient_140,nonsense
Gene_0382,Patient_118,missense
Gene_0382,Patient_170,missense
Gene_0382,Patient_169,nonsense
Gene_0382,Patient_018,frameshift
Gene_0383,Patient_065,missense
Gene_0383,Patient_186,frameshift
Gene_0383,Patient_188,nonsense
Gene_0383,Patient_164,nonsense
Gene_0383,Patient_091,nonsense
Gene_0383,Patient_030,nonsense
Gene_0383,Patient_147,frameshift
Gene_0383,Patient_004,missense
Gene_0383,Patient_182,missense
Gene_0383,Patient_036,frameshift
Gene_0384,Patient_003,frameshift
Gene_0384,Patient_028,nonsense
Gene_0384,Patient_155,missense
Gene_0384,Patient_189,nonsense
Gene_0384,Patient_054,missense
Gene_0384,Patient_193,nonsense
Gene_0384,Patient_095,frameshift
Gene_0384,Patient_048,frameshift
Gene_0384,Patient_004,missense
Gene_0384,Patient_134,frameshift
Gene_0385,Patient_077,frameshift
Gene_0385,Patient_025,nonsense
Gene_0385,Patient_167,missense
Gene_0385,Patient_092,nonsense
Gene_0385,Patient_056,frameshift
Gene_0385,Patient_035,frameshift
Gene_0385,Patient_164,frameshift
Gene_0385,Patient_037,nonsense
Gene_0385,Patient_015,frameshift
Gene_0385,Patient_155,nonsense
Gene_0386,Patient_029,frameshift
Gene_0386,Patient_047,frameshift
Gene_0386,Patient_094,nonsense
Gene_0386,Patient_140,missense
Gene_0386,Patient_080,frameshift
Gene_0386,Patient_115,nonsense
Gene_0386,Patient_034,nonsense
Gene_0386,Patient_143,frameshift
Gene_0386,Patient_188,nonsense
Gene_0386,Patient_133,nonsense
Gene_0386,Patient_185,frameshift
Gene_0386,Patient_048,missense
Gene_0386,Patient_109,nonsense
Gene_0386,Patient_008,nonsense
Gene_0386,Patient_105,nonsense
Gene_0386,Patient_196,frameshift
Gene_0386,Patient_084,missense
Gene_0386,Patient_134,frameshift
Gene_0386,Patient_020,nonsense
Gene_0386,Patient_117,frameshift
Gene_0386,Patient_055,missense
Gene_0386,Patient_107,nonsense
Gene_0386,Patient_092,frameshift
Gene_0386,Patient_156,missense
Gene_0386,Patient_124,nonsense
Gene_0386,Patient_157,frameshift
Gene_0386,Patient_059,missense
Gene_0386,Patient_039,frameshift
Gene_0386,Patient_024,nonsense
Gene_0386,Patient_148,missense
Gene_0386,Patient_054,nonsense
Gene_0386,Patient_086,missense
Gene_0386,Patient_171,frameshift
Gene_0386,Patient_135,frameshift
Gene_0386,Patient_126,nonsense
Gene_0386,Patient_120,frameshift
Gene_0386,Patient_099,frameshift
Gene_0386,Patient_101,frameshift
Gene_0386,Patient_016,missense
Gene_0386,Patient_129,missense
Gene_0387,Patient_151,nonsense
Gene_0387,Patient_152,frameshift
Gene_0387,Patient_192,nonsense
Gene_0387,Patient_005,frameshift
Gene_0387,Patient_086,missense
Gene_0387,Patient_123,missense
Gene_0387,Patient_177,nonsense
Gene_0387,Patient_064,nonsense
Gene_0387,Patient_163,frameshift
Gene_0387,Patient_081,nonsense
Gene_0388,Patient_041,nonsense
Gene_0388,Patient_115,missense
Gene_0388,Patient_106,nonsense
Gene_0388,Patient_059,nonsense
Gene_0388,Patient_004,nonsense
Gene_0388,Patient_055,missense
Gene_0388,Patient_057,missense
Gene_0388,Patient_154,nonsense
Gene_0388,Patient_103,missense
Gene_0388,Patient_121,missense
Gene_0389,Patient_092,nonsense
Gene_0389,Patient_058,missense
Gene_0389,Patient_163,missense
Gene_0389,Patient_074,frameshift
Gene_0389,Patient_022,missense
Gene_0389,Patient_149,frameshift
Gene_0389,Patient_147,nonsense
Gene_0389,Patient_018,frameshift
Gene_0389,Patient_027,nonsense
Gene_0389,Patient_044,missense
Gene_0390,Patient_105,nonsense
Gene_0390,Patient_175,missense
Gene_0390,Patient_084,missense
Gene_0390,Patient_141,nonsense
Gene_0390,Patient_153,frameshift
Gene_0390,Patient_189,nonsense
Gene_0390,Patient_174,missense
Gene_0390,Patient_039,missense
Gene_0390,Patient_092,missense
Gene_0390,Patient_161,frameshift
Gene_0391,Patient_158,nonsense
Gene_0391,Patient_043,frameshift
Gene_0391,Patient_046,frameshift
Gene_0391,Patient_106,missense
Gene_0391,Patient_024,frameshift
Gene_0391,Patient_136,frameshift
Gene_0391,Patient_138,nonsense
Gene_0391,Patient_124,nonsense
Gene_0391,Patient_023,nonsense
Gene_0391,Patient_090,missense
Gene_0392,Patient_199,frameshift
Gene_0392,Patient_169,nonsense
Gene_0392,Patient_185,nonsense
Gene_0392,Patient_121,frameshift
Gene_0392,Patient_018,nonsense
Gene_0392,Patient_178,nonsense
Gene_0392,Patient_014,missense
Gene_0392,Patient_107,nonsense
Gene_0392,Patient_091,nonsense
Gene_0392,Patient_132,missense
Gene_0393,Patient_152,frameshift
Gene_0393,Patient_109,missense
Gene_0393,Patient_027,nonsense
Gene_0393,Patient_096,nonsense
Gene_0393,Patient_054,frameshift
Gene_0393,Patient_123,missense
Gene_0393,Patient_077,missense
Gene_0393,Patient_133,missense
Gene_0393,Patient_082,missense
Gene_0393,Patient_110,missense
Gene_0394,Patient_012,nonsense
Gene_0394,Patient_031,frameshift
Gene_0394,Patient_165,frameshift
Gene_0394,Patient_149,missense
Gene_0394,Patient_079,nonsense
Gene_0394,Patient_178,missense
Gene_0394,Patient_116,nonsense
Gene_0394,Patient_023,missense
Gene_0394,Patient_011,frameshift
Gene_0394,Patient_026,nonsense
Gene_0395,Patient_094,missense
Gene_0395,Patient_112,missense
Gene_0395,Patient_160,missense
Gene_0395,Patient_097,frameshift
Gene_0395,Patient_115,nonsense
Gene_0395,Patient_133,nonsense
Gene_0395,Patient_131,frameshift
Gene_0395,Patient_123,frameshift
Gene_0395,Patient_188,frameshift
Gene_0395,Patient_185,frameshift
Gene_0396,Patient_103,nonsense
Gene_0396,Patient_120,frameshift
Gene_0396,Patient_100,nonsense
Gene_0396,Patient_059,missense
Gene_0396,Patient_084,frameshift
Gene_0396,Patient_099,frameshift
Gene_0396,Patient_062,frameshift
Gene_0396,Patient_075,missense
Gene_0396,Patient_005,missense
Gene_0396,Patient_096,missense
Gene_0396,Patient_184,frameshift
Gene_0396,Patient_063,missense
Gene_0396,Patient_058,nonsense
Gene_0396,Patient_105,missense
Gene_0396,Patient_077,missense
Gene_0396,Patient_036,missense
Gene_0396,Patient_023,frameshift
Gene_0396,Patient_048,missense
Gene_0396,Patient_020,nonsense
Gene_0396,Patient_180,missense
Gene_0396,Patient_145,nonsense
Gene_0396,Patient_029,missense
Gene_0396,Patient_002,missense
Gene_0396,Patient_043,nonsense
Gene_0396,Patient_054,frameshift
Gene_0396,Patient_130,nonsense
Gene_0396,Patient_185,frameshift
Gene_0396,Patient_183,missense
Gene_0396,Patient_193,frameshift
Gene_0396,Patient_045,frameshift
Gene_0396,Patient_025,missense
Gene_0396,Patient_146,missense
Gene_0396,Patient_151,frameshift
Gene_0396,Patient_039,missense
Gene_0396,Patient_044,nonsense
Gene_0396,Patient_143,frameshift
Gene_0396,Patient_192,frameshift
Gene_0396,Patient_089,nonsense
Gene_0396,Patient_033,nonsense
Gene_0396,Patient_081,nonsense
Gene_0397,Patient_167,nonsense
Gene_0397,Patient_071,missense
Gene_0397,Patient_067,frameshift
Gene_0397,Patient_028,nonsense
Gene_0397,Patient_155,nonsense
Gene_0397,Patient_145,missense
Gene_0397,Patient_053,frameshift
Gene_0397,Patient_131,nonsense
Gene_0397,Patient_166,missense
Gene_0397,Patient_179,nonsense
Gene_0398,Patient_072,missense
Gene_0398,Patient_084,missense
Gene_0398,Patient_155,missense
Gene_0398,Patient_029,nonsense
Gene_0398,Patient_060,nonsense
Gene_0398,Patient_009,frameshift
Gene_0398,Patient_002,missense
Gene_0398,Patient_164,nonsense
Gene_0398,Patient_125,frameshift
Gene_0398,Patient_199,missense
Gene_0399,Patient_101,nonsense
Gene_0399,Patient_063,frameshift
Gene_0399,Patient_125,missense
Gene_0399,Patient_087,nonsense
Gene_0399,Patient_090,nonsense
Gene_0399,Patient_049,missense
Gene_0399,Patient_002,frameshift
Gene_0399,Patient_029,missense
Gene_0399,Patient_173,nonsense
Gene_0399,Patient_160,missense
Gene_0400,Patient_184,nonsense
Gene_0400,Patient_138,missense
Gene_0400,Patient_151,nonsense
Gene_0400,Patient_146,missense
Gene_0400,Patient_027,missense
Gene_0400,Patient_053,missense
Gene_0400,Patient_033,frameshift
Gene_0400,Patient_117,frameshift
Gene_0400,Patient_171,nonsense
Gene_0400,Patient_115,frameshift
Gene_0401,Patient_151,frameshift
Gene_0401,Patient_006,missense
Gene_0401,Patient_188,frameshift
Gene_0401,Patient_139,missense
Gene_0401,Patient_137,missense
Gene_0401,Patient_054,missense
Gene_0401,Patient_165,frameshift
Gene_0401,Patient_169,nonsense
Gene_0401,Patient_066,frameshift
Gene_0401,Patient_031,nonsense
Gene_0402,Patient_161,frameshift
Gene_0402,Patient_040,nonsense
Gene_0402,Patient_034,frameshift
Gene_0402,Patient_128,frameshift
Gene_0402,Patient_185,frameshift
Gene_0402,Patient_162,missense
Gene_0402,Patient_187,nonsense
Gene_0402,Patient_140,frameshift
Gene_0402,Patient_008,frameshift
Gene_0402,Patient_085,missense
Gene_0403,Patient_108,nonsense
Gene_0403,Patient_100,missense
Gene_0403,Patient_115,missense
Gene_0403,Patient_033,missense
Gene_0403,Patient_114,missense
Gene_0403,Patient_074,missense
Gene_0403,Patient_080,frameshift
Gene_0403,Patient_087,frameshift
Gene_0403,Patient_048,frameshift
Gene_0403,Patient_059,missense
Gene_0403,Patient_029,missense
Gene_0403,Patient_077,missense
Gene_0403,Patient_019,nonsense
Gene_0403,Patient_058,missense
Gene_0403,Patient_088,frameshift
Gene_0403,Patient_136,frameshift
Gene_0403,Patient_190,nonsense
Gene_0403,Patient_183,nonsense
Gene_0403,Patient_118,nonsense
Gene_0403,Patient_076,missense
Gene_0403,Patient_171,frameshift
Gene_0403,Patient_065,nonsense
Gene_0403,Patient_130,missense
Gene_0403,Patient_149,nonsense
Gene_0403,Patient_143,nonsense
Gene_0403,Patient_081,nonsense
Gene_0403,Patient_003,frameshift
Gene_0403,Patient_017,nonsense
Gene_0403,Patient_162,frameshift
Gene_0403,Patient_111,missense
Gene_0403,Patient_188,frameshift
Gene_0403,Patient_063,frameshift
Gene_0403,Patient_107,missense
Gene_0403,Patient_083,frameshift
Gene_0403,Patient_070,missense
Gene_0403,Patient_106,nonsense
Gene_0403,Patient_146,frameshift
Gene_0403,Patient_012,frameshift
Gene_0403,Patient_129,frameshift
Gene_0403,Patient_170,frameshift
Gene_0404,Patient_056,missense
Gene_0404,Patient_104,nonsense
Gene_0404,Patient_077,frameshift
Gene_0404,Patient_013,missense
Gene_0404,Patient_137,nonsense
Gene_0404,Patient_161,frameshift
Gene_0404,Patient_082,missense
Gene_0404,Patient_018,frameshift
Gene_0404,Patient_148,frameshift
Gene_0404,Patient_002,missense
Gene_0405,Patient_161,frameshift
Gene_0405,Patient_090,missense
Gene_0405,Patient_117,missense
Gene_0405,Patient_025,frameshift
Gene_0405,Patient_057,missense
Gene_0405,Patient_199,frameshift
Gene_0405,Patient_130,missense
Gene_0405,Patient_054,missense
Gene_0405,Patient_079,nonsense
Gene_0405,Patient_179,nonsense
Gene_0406,Patient_149,nonsense
Gene_0406,Patient_088,missense
Gene_0406,Patient_154,frameshift
Gene_0406,Patient_079,missense
Gene_0406,Patient_122,missense
Gene_0406,Patient_186,frameshift
Gene_0406,Patient_080,missense
Gene_0406,Patient_104,nonsense
Gene_0406,Patient_059,missense
Gene_0406,Patient_160,missense
Gene_0407,Patient_032,nonsense
Gene_0407,Patient_136,nonsense
Gene_0407,Patient_108,nonsense
Gene_0407,Patient_116,nonsense
Gene_0407,Patient_077,missense
Gene_0407,Patient_125,missense
Gene_0407,Patient_166,missense
Gene_0407,Patient_099,frameshift
Gene_0407,Patient_031,nonsense
Gene_0407,Patient_076,missense
Gene_0408,Patient_164,frameshift
Gene_0408,Patient_150,frameshift
Gene_0408,Patient_015,nonsense
Gene_0408,Patient_137,frameshift
Gene_0408,Patient_011,nonsense
Gene_0408,Patient_041,missense
Gene_0408,Patient_075,missense
Gene_0408,Patient_132,nonsense
Gene_0408,Patient_087,missense
Gene_0408,Patient_166,frameshift
Gene_0409,Patient_190,nonsense
Gene_0409,Patient_172,nonsense
Gene_0409,Patient_044,nonsense
Gene_0409,Patient_180,nonsense
Gene_0409,Patient_193,frameshift
Gene_0409,Patient_056,missense
Gene_0409,Patient_120,missense
Gene_0409,Patient_101,frameshift
Gene_0409,Patient_041,frameshift
Gene_0409,Patient_014,frameshift
Gene_0410,Patient_091,frameshift
Gene_0410,Patient_052,nonsense
Gene_0410,Patient_016,frameshift
Gene_0410,Patient_146,nonsense
Gene_0410,Patient_179,nonsense
Gene_0410,Patient_163,nonsense
Gene_0410,Patient_077,frameshift
Gene_0410,Patient_051,frameshift
Gene_0410,Patient_038,frameshift
Gene_0410,Patient_032,missense
Gene_0411,Patient_098,frameshift
Gene_0411,Patient_176,missense
Gene_0411,Patient_138,missense
Gene_0411,Patient_122,frameshift
Gene_0411,Patient_183,nonsense
Gene_0411,Patient_177,frameshift
Gene_0411,Patient_046,frameshift
Gene_0411,Patient_186,frameshift
Gene_0411,Patient_012,missense
Gene_0411,Patient_145,missense
Gene_0412,Patient_061,frameshift
Gene_0412,Patient_019,nonsense
Gene_0412,Patient_041,frameshift
Gene_0412,Patient_155,missense
Gene_0412,Patient_008,frameshift
Gene_0412,Patient_167,missense
Gene_0412,Patient_016,frameshift
Gene_0412,Patient_158,nonsense
Gene_0412,Patient_049,nonsense
Gene_0412,Patient_030,missense
Gene_0413,Patient_011,frameshift
Gene_0413,Patient_032,missense
Gene_0413,Patient_151,nonsense
Gene_0413,Patient_194,missense
Gene_0413,Patient_174,nonsense
Gene_0413,Patient_067,missense
Gene_0413,Patient_097,missense
Gene_0413,Patient_173,frameshift
Gene_0413,Patient_113,missense
Gene_0413,Patient_068,missense
Gene_0414,Patient_095,nonsense
Gene_0414,Patient_058,nonsense
Gene_0414,Patient_128,nonsense
Gene_0414,Patient_157,missense
Gene_0414,Patient_004,nonsense
Gene_0414,Patient_133,nonsense
Gene_0414,Patient_097,missense
Gene_0414,Patient_081,missense
Gene_0414,Patient_010,missense
Gene_0414,Patient_175,frameshift
Gene_0415,Patient_057,frameshift
Gene_0415,Patient_090,nonsense
Gene_0415,Patient_165,nonsense
Gene_0415,Patient_005,nonsense
Gene_0415,Patient_184,missense
Gene_0415,Patient_113,frameshift
Gene_0415,Patient_168,nonsense
Gene_0415,Patient_069,missense
Gene_0415,Patient_122,frameshift
Gene_0415,Patient_010,frameshift
Gene_0416,Patient_129,frameshift
Gene_0416,Patient_156,frameshift
Gene_0416,Patient_158,missense
Gene_0416,Patient_104,nonsense
Gene_0416,Patient_027,missense
Gene_0416,Patient_073,nonsense
Gene_0416,Patient_081,frameshift
Gene_0416,Patient_193,frameshift
Gene_0416,Patient_135,nonsense
Gene_0416,Patient_091,frameshift
Gene_0417,Patient_118,frameshift
Gene_0417,Patient_151,frameshift
Gene_0417,Patient_180,nonsense
Gene_0417,Patient_199,frameshift
Gene_0417,Patient_140,frameshift
Gene_0417,Patient_080,nonsense
Gene_0417,Patient_014,missense
Gene_0417,Patient_066,missense
Gene_0417,Patient_081,nonsense
Gene_0417,Patient_177,frameshift
Gene_0418,Patient_199,missense
Gene_0418,Patient_100,nonsense
Gene_0418,Patient_014,frameshift
Gene_0418,Patient_088,frameshift
Gene_0418,Patient_081,frameshift
Gene_0418,Patient_141,frameshift
Gene_0418,Patient_113,frameshift
Gene_0418,Patient_006,frameshift
Gene_0418,Patient_195,missense
Gene_0418,Patient_185,frameshift
Gene_0419,Patient_184,missense
Gene_0419,Patient_164,frameshift
Gene_0419,Patient_055,frameshift
Gene_0419,Patient_092,frameshift
Gene_0419,Patient_064,frameshift
Gene_0419,Patient_102,missense
Gene_0419,Patient_014,frameshift
Gene_0419,Patient_040,frameshift
Gene_0419,Patient_119,missense
Gene_0419,Patient_137,missense
Gene_0420,Patient_000,frameshift
Gene_0420,Patient_135,missense
Gene_0420,Patient_129,frameshift
Gene_0420,Patient_159,missense
Gene_0420,Patient_016,frameshift
Gene_0420,Patient_063,nonsense
Gene_0420,Patient_146,missense
Gene_0420,Patient_017,frameshift
Gene_0420,Patient_058,missense
Gene_0420,Patient_072,nonsense
Gene_0421,Patient_037,nonsense
Gene_0421,Patient_099,frameshift
Gene_0421,Patient_041,missense
Gene_0421,Patient_030,missense
Gene_0421,Patient_077,nonsense
Gene_0421,Patient_175,frameshift
Gene_0421,Patient_183,nonsense
Gene_0421,Patient_128,nonsense
Gene_0421,Patient_100,missense
Gene_0421,Patient_081,nonsense
Gene_0422,Patient_159,missense
Gene_0422,Patient_002,nonsense
Gene_0422,Patient_170,frameshift
Gene_0422,Patient_131,frameshift
Gene_0422,Patient_171,frameshift
Gene_0422,Patient_056,frameshift
Gene_0422,Patient_191,missense
Gene_0422,Patient_036,nonsense
Gene_0422,Patient_072,nonsense
Gene_0422,Patient_192,frameshift
Gene_0423,Patient_070,nonsense
Gene_0423,Patient_068,nonsense
Gene_0423,Patient_150,missense
Gene_0423,Patient_184,frameshift
Gene_0423,Patient_039,missense
Gene_0423,Patient_002,nonsense
Gene_0423,Patient_040,missense
Gene_0423,Patient_104,nonsense
Gene_0423,Patient_153,missense
Gene_0423,Patient_108,frameshift
Gene_0424,Patient_143,frameshift
Gene_0424,Patient_195,frameshift
Gene_0424,Patient_148,nonsense
Gene_0424,Patient_176,frameshift
Gene_0424,Patient_145,missense
Gene_0424,Patient_077,missense
Gene_0424,Patient_120,missense
Gene_0424,Patient_076,missense
Gene_0424,Patient_160,missense
Gene_0424,Patient_124,frameshift
Gene_0425,Patient_012,nonsense
Gene_0425,Patient_181,frameshift
Gene_0425,Patient_033,missense
Gene_0425,Patient_022,frameshift
Gene_0425,Patient_043,frameshift
Gene_0425,Patient_045,frameshift
Gene_0425,Patient_160,nonsense
Gene_0425,Patient_150,frameshift
Gene_0425,Patient_190,frameshift
Gene_0425,Patient_074,frameshift
Gene_0425,Patient_135,frameshift
Gene_0425,Patient_081,missense
Gene_0425,Patient_006,frameshift
Gene_0425,Patient_186,frameshift
Gene_0425,Patient_097,nonsense
Gene_0425,Patient_127,missense
Gene_0425,Patient_156,missense
Gene_0425,Patient_096,missense
Gene_0425,Patient_080,missense
Gene_0425,Patient_024,frameshift
Gene_0425,Patient_194,nonsense
Gene_0425,Patient_151,nonsense
Gene_0425,Patient_062,nonsense
Gene_0425,Patient_165,missense
Gene_0425,Patient_100,frameshift
Gene_0425,Patient_092,nonsense
Gene_0425,Patient_173,nonsense
Gene_0425,Patient_197,nonsense
Gene_0425,Patient_093,nonsense
Gene_0425,Patient_034,nonsense
Gene_0425,Patient_039,missense
Gene_0425,Patient_155,frameshift
Gene_0425,Patient_027,missense
Gene_0425,Patient_162,missense
Gene_0425,Patient_037,missense
Gene_0425,Patient_035,nonsense
Gene_0425,Patient_106,nonsense
Gene_0425,Patient_064,missense
Gene_0425,Patient_015,frameshift
Gene_0425,Patient_169,frameshift
Gene_0426,Patient_086,frameshift
Gene_0426,Patient_183,frameshift
Gene_0426,Patient_028,missense
Gene_0426,Patient_072,frameshift
Gene_0426,Patient_038,nonsense
Gene_0426,Patient_083,missense
Gene_0426,Patient_166,missense
Gene_0426,Patient_002,missense
Gene_0426,Patient_001,missense
Gene_0426,Patient_103,frameshift
Gene_0427,Patient_146,frameshift
Gene_0427,Patient_099,nonsense
Gene_0427,Patient_040,nonsense
Gene_0427,Patient_195,frameshift
Gene_0427,Patient_153,frameshift
Gene_0427,Patient_027,missense
Gene_0427,Patient_080,frameshift
Gene_0427,Patient_117,missense
Gene_0427,Patient_047,frameshift
Gene_0427,Patient_113,missense
Gene_0428,Patient_174,frameshift
Gene_0428,Patient_199,missense
Gene_0428,Patient_034,frameshift
Gene_0428,Patient_029,missense
Gene_0428,Patient_125,frameshift
Gene_0428,Patient_130,nonsense
Gene_0428,Patient_042,nonsense
Gene_0428,Patient_157,nonsense
Gene_0428,Patient_118,missense
Gene_0428,Patient_152,frameshift
Gene_0429,Patient_103,nonsense
Gene_0429,Patient_073,frameshift
Gene_0429,Patient_186,nonsense
Gene_0429,Patient_142,frameshift
Gene_0429,Patient_096,missense
Gene_0429,Patient_041,missense
Gene_0429,Patient_134,nonsense
Gene_0429,Patient_105,missense
Gene_0429,Patient_180,missense
Gene_0429,Patient_113,missense
Gene_0430,Patient_056,frameshift
Gene_0430,Patient_066,missense
Gene_0430,Patient_179,frameshift
Gene_0430,Patient_141,missense
Gene_0430,Patient_093,missense
Gene_0430,Patient_181,nonsense
Gene_0430,Patient_075,nonsense
Gene_0430,Patient_020,missense
Gene_0430,Patient_176,missense
Gene_0430,Patient_081,missense
Gene_0431,Patient_072,missense
Gene_0431,Patient_122,nonsense
Gene_0431,Patient_075,missense
Gene_0431,Patient_143,missense
Gene_0431,Patient_120,frameshift
Gene_0431,Patient_005,missense
Gene_0431,Patient_018,missense
Gene_0431,Patient_024,nonsense
Gene_0431,Patient_107,nonsense
Gene_0431,Patient_183,missense
Gene_0432,Patient_071,frameshift
Gene_0432,Patient_174,frameshift
Gene_0432,Patient_146,frameshift
Gene_0432,Patient_026,nonsense
Gene_0432,Patient_049,nonsense
Gene_0432,Patient_107,nonsense
Gene_0432,Patient_121,missense
Gene_0432,Patient_024,missense
Gene_0432,Patient_108,missense
Gene_0432,Patient_193,frameshift
Gene_0432,Patient_126,frameshift
Gene_0432,Patient_042,frameshift
Gene_0432,Patient_047,frameshift
Gene_0432,Patient_165,nonsense
Gene_0432,Patient_080,nonsense
Gene_0432,Patient_005,frameshift
Gene_0432,Patient_161,nonsense
Gene_0432,Patient_195,nonsense
Gene_0432,Patient_070,frameshift
Gene_0432,Patient_111,frameshift
Gene_0432,Patient_184,frameshift
Gene_0432,Patient_067,nonsense
Gene_0432,Patient_185,nonsense
Gene_0432,Patient_069,missense
Gene_0432,Patient_068,missense
Gene_0432,Patient_055,missense
Gene_0432,Patient_199,frameshift
Gene_0432,Patient_011,missense
Gene_0432,Patient_177,frameshift
Gene_0432,Patient_105,nonsense
Gene_0432,Patient_091,nonsense
Gene_0432,Patient_051,missense
Gene_0432,Patient_127,missense
Gene_0432,Patient_029,frameshift
Gene_0432,Patient_189,frameshift
Gene_0432,Patient_014,missense
Gene_0432,Patient_145,frameshift
Gene_0432,Patient_140,missense
Gene_0432,Patient_023,missense
Gene_0432,Patient_186,missense
Gene_0433,Patient_105,frameshift
Gene_0433,Patient_072,missense
Gene_0433,Patient_130,frameshift
Gene_0433,Patient_059,nonsense
Gene_0433,Patient_172,missense
Gene_0433,Patient_052,missense
Gene_0433,Patient_116,nonsense
Gene_0433,Patient_066,missense
Gene_0433,Patient_011,nonsense
Gene_0433,Patient_068,frameshift
Gene_0433,Patient_099,missense
Gene_0433,Patient_062,missense
Gene_0433,Patient_040,missense
Gene_0433,Patient_001,nonsense
Gene_0433,Patient_117,missense
Gene_0433,Patient_133,nonsense
Gene_0433,Patient_069,frameshift
Gene_0433,Patient_004,nonsense
Gene_0433,Patient_170,missense
Gene_0433,Patient_036,nonsense
Gene_0433,Patient_178,frameshift
Gene_0433,Patient_043,missense
Gene_0433,Patient_091,missense
Gene_0433,Patient_118,nonsense
Gene_0433,Patient_162,nonsense
Gene_0433,Patient_179,nonsense
Gene_0433,Patient_085,frameshift
Gene_0433,Patient_131,nonsense
Gene_0433,Patient_067,frameshift
Gene_0433,Patient_054,frameshift
Gene_0433,Patient_049,missense
Gene_0433,Patient_024,frameshift
Gene_0433,Patient_183,nonsense
Gene_0433,Patient_199,frameshift
Gene_0433,Patient_016,missense
Gene_0433,Patient_114,missense
Gene_0433,Patient_095,missense
Gene_0433,Patient_021,nonsense
Gene_0433,Patient_188,frameshift
Gene_0433,Patient_078,nonsense
Gene_0434,Patient_065,nonsense
Gene_0434,Patient_003,nonsense
Gene_0434,Patient_172,missense
Gene_0434,Patient_183,frameshift
Gene_0434,Patient_045,missense
Gene_0434,Patient_115,missense
Gene_0434,Patient_154,missense
Gene_0434,Patient_013,nonsense
Gene_0434,Patient_117,frameshift
Gene_0434,Patient_040,nonsense
Gene_0434,Patient_174,nonsense
Gene_0434,Patient_051,nonsense
Gene_0434,Patient_015,frameshift
Gene_0434,Patient_189,nonsense
Gene_0434,Patient_195,frameshift
Gene_0434,Patient_060,missense
Gene_0434,Patient_158,missense
Gene_0434,Patient_109,nonsense
Gene_0434,Patient_049,missense
Gene_0434,Patient_067,nonsense
Gene_0434,Patient_171,missense
Gene_0434,Patient_170,nonsense
Gene_0434,Patient_135,missense
Gene_0434,Patient_198,missense
Gene_0434,Patient_038,frameshift
Gene_0434,Patient_179,missense
Gene_0434,Patient_089,frameshift
Gene_0434,Patient_027,frameshift
Gene_0434,Patient_007,frameshift
Gene_0434,Patient_161,missense
Gene_0434,Patient_168,nonsense
Gene_0434,Patient_053,missense
Gene_0434,Patient_044,missense
Gene_0434,Patient_030,frameshift
Gene_0434,Patient_152,frameshift
Gene_0434,Patient_103,frameshift
Gene_0434,Patient_079,nonsense
Gene_0434,Patient_118,frameshift
Gene_0434,Patient_050,nonsense
Gene_0434,Patient_010,missense
Gene_0435,Patient_087,missense
Gene_0435,Patient_080,frameshift
Gene_0435,Patient_118,nonsense
Gene_0435,Patient_036,frameshift
Gene_0435,Patient_186,frameshift
Gene_0435,Patient_005,nonsense
Gene_0435,Patient_120,missense
Gene_0435,Patient_134,frameshift
Gene_0435,Patient_125,missense
Gene_0435,Patient_106,nonsense
Gene_0436,Patient_113,nonsense
Gene_0436,Patient_021,nonsense
Gene_0436,Patient_049,missense
Gene_0436,Patient_072,nonsense
Gene_0436,Patient_178,frameshift
Gene_0436,Patient_126,missense
Gene_0436,Patient_117,frameshift
Gene_0436,Patient_075,missense
Gene_0436,Patient_048,missense
Gene_0436,Patient_128,missense
Gene_0437,Patient_190,frameshift
Gene_0437,Patient_006,nonsense
Gene_0437,Patient_018,missense
Gene_0437,Patient_083,nonsense
Gene_0437,Patient_143,missense
Gene_0437,Patient_000,frameshift
Gene_0437,Patient_008,nonsense
Gene_0437,Patient_141,frameshift
Gene_0437,Patient_183,missense
Gene_0437,Patient_113,nonsense
Gene_0438,Patient_123,nonsense
Gene_0438,Patient_021,missense
Gene_0438,Patient_129,frameshift
Gene_0438,Patient_177,missense
Gene_0438,Patient_105,missense
Gene_0438,Patient_141,frameshift
Gene_0438,Patient_187,nonsense
Gene_0438,Patient_099,nonsense
Gene_0438,Patient_002,frameshift
Gene_0438,Patient_163,nonsense
Gene_0439,Patient_076,frameshift
Gene_0439,Patient_112,frameshift
Gene_0439,Patient_064,nonsense
Gene_0439,Patient_065,frameshift
Gene_0439,Patient_039,nonsense
Gene_0439,Patient_173,missense
Gene_0439,Patient_179,nonsense
Gene_0439,Patient_099,frameshift
Gene_0439,Patient_138,nonsense
Gene_0439,Patient_029,nonsense
Gene_0440,Patient_074,missense
Gene_0440,Patient_139,missense
Gene_0440,Patient_104,nonsense
Gene_0440,Patient_181,missense
Gene_0440,Patient_175,frameshift
Gene_0440,Patient_034,frameshift
Gene_0440,Patient_015,missense
